respondent_id,age_category,gender,race_ethnicity,race_hispanic,household_income,income_tier,crypto_heard_of,crypto_invested,crypto_currently_own,crypto_safety_confidence,crypto_reliability_confidence
201901025371,65+,A woman,Black or African-American,Black non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
201901025378,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901025385,18-29,A man,White,Hispanic,"Less than $30,000",Lower income,A lot,"Yes, I have done this","No, I do not",Somewhat confident,About the same as you expected
201901025409,50-64,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901025493,50-64,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","Yes, I do",Not at all confident,Worse than you expected
201901025502,18-29,A woman,White,Hispanic,"$30,000 to less than $40,000",Lower income,A lot,"Yes, I have done this","No, I do not",Somewhat confident,Worse than you expected
201901025506,30-49,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
201901025513,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201901025541,65+,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901025610,65+,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201901025618,30-49,A man,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201901025623,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901025630,65+,A man,Mixed Race,Other,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201901025670,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901025679,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201901025682,30-49,A woman,Black or African-American,Black non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,Not sure
201901025723,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901025730,65+,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901025741,65+,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,A little,"Yes, I have done this","No, I do not",Not at all confident,Not sure
201901025790,18-29,A woman,Mixed Race,Other,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201901025810,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Somewhat confident,
201901025832,50-64,A woman,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201901025839,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901025853,65+,A woman,Black or African-American,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901025857,50-64,A woman,Black or African-American,Black non-Hispanic,Refused,Refused,Nothing at all,,,,
201901025864,50-64,A woman,White,White non-Hispanic,Refused,Refused,Nothing at all,,,,
201901025908,50-64,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901025986,30-49,A woman,White,Hispanic,"$100,000 or more",Refused,Refused,,,,
201901026011,30-49,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A little,"Yes, I have done this","No, I do not",Not at all confident,Better than you expected
201901026031,50-64,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,Nothing at all,,,,
201901026032,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Somewhat confident,
201901026064,50-64,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
201901026091,65+,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,Better than you expected
201901026123,30-49,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901026152,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901026156,65+,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
201901026214,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201901026266,30-49,A woman,White,Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901026279,50-64,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901026286,30-49,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,Nothing at all,,,,
201901026347,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201901026353,50-64,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Refused,
201901026354,65+,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901026361,30-49,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201901026363,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,Worse than you expected
201901026407,50-64,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901026437,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","No, I do not",Somewhat confident,About the same as you expected
201901026447,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201901026456,30-49,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201901026471,65+,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901026500,30-49,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
201901026526,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901026529,65+,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901026566,65+,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
201901026593,65+,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"No, I have not done this",,Not very confident,
201901026620,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
201901026639,50-64,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Not at all confident,
201901026661,30-49,A woman,Black or African-American,Black non-Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,Worse than you expected
201901026670,50-64,A woman,Black or African-American,Black non-Hispanic,"$90,000 to less than $100,000",Upper income,A lot,"No, I have not done this",,Not at all confident,
201901026691,30-49,In some other way,Or some other race,Hispanic,"$30,000 to less than $40,000",Lower income,Nothing at all,,,,
201901026697,30-49,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"Yes, I have done this","No, I do not",Not very confident,About the same as you expected
201901026708,65+,A man,Black or African-American,Black non-Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"No, I have not done this",,Somewhat confident,
201901026739,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"No, I have not done this",,Not very confident,
201901026742,50-64,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A lot,"Yes, I have done this","No, I do not",Not at all confident,Worse than you expected
201901026760,50-64,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901026771,30-49,A woman,Or some other race,Hispanic,"$50,000 to less than $60,000",Middle income,A lot,"No, I have not done this",,Somewhat confident,
201901026778,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201901026802,50-64,A woman,White,Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Somewhat confident,
201901026817,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","Yes, I do",Extremely confident,Better than you expected
201901026835,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201901026837,65+,A woman,White,White non-Hispanic,"Less than $30,000",Middle income,A little,"No, I have not done this",,Refused,
201901026860,18-29,A man,White,Hispanic,"$80,000 to less than $90,000",Upper income,A lot,"Yes, I have done this","Yes, I do",Very confident,Worse than you expected
201901026870,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901026905,30-49,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A lot,"Yes, I have done this","No, I do not",Somewhat confident,About the same as you expected
201901026907,65+,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,Refused,,Not at all confident,
201901026908,50-64,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,Nothing at all,,,,
201901026925,65+,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901026943,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201901027000,30-49,A man,White,Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Very confident,Worse than you expected
201901027010,65+,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901027050,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201901027059,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201901027106,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201901027152,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Somewhat confident,
201901027166,50-64,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,Nothing at all,,,,
201901027211,30-49,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901027250,30-49,A man,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201901027257,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901027260,30-49,A man,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201901027318,65+,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
201901027360,30-49,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201901027398,50-64,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201901027428,30-49,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901027430,50-64,A man,White,Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
201901027458,50-64,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,Nothing at all,,,,
201901027479,50-64,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,Nothing at all,,,,
201901027484,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901027504,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901027520,65+,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
201901027573,18-29,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"Yes, I have done this","No, I do not",Not very confident,About the same as you expected
201901027601,50-64,A man,White,White non-Hispanic,Refused,Refused,A lot,"No, I have not done this",,Not very confident,
201901027613,30-49,A man,White,White non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not at all confident,
201901027629,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901027632,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201901027634,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"Yes, I have done this","No, I do not",Not very confident,Worse than you expected
201901027650,30-49,A woman,Black or African-American,Black non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901027654,50-64,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901027674,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
201901027686,30-49,A woman,Black or African-American,Black non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901027694,18-29,A woman,White,White non-Hispanic,Refused,Refused,A little,"Yes, I have done this","No, I do not",Not at all confident,Worse than you expected
201901027701,30-49,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901027723,65+,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Not very confident,About the same as you expected
201901027776,50-64,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,Nothing at all,,,,
201901027894,30-49,A man,White,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
201901027898,50-64,A woman,Black or African-American,Black non-Hispanic,"$30,000 to less than $40,000",Lower income,Nothing at all,,,,
201901027921,30-49,A woman,Mixed Race,Other,"$100,000 or more",Upper income,A little,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
201901027926,50-64,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901027931,65+,A woman,Black or African-American,Black non-Hispanic,Refused,Refused,Nothing at all,,,,
201901027954,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Somewhat confident,
201901027980,30-49,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901027981,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
201901028040,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901028047,50-64,A man,Or some other race,Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
201901028075,65+,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201901028078,50-64,A man,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
201901028085,65+,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901028144,50-64,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,Nothing at all,,,,
201901028174,30-49,A woman,White,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
201901028197,50-64,A man,Or some other race,Other,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901028225,30-49,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901028263,65+,In some other way,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201901028280,50-64,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901028313,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201901028369,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,Nothing at all,,,,
201901028420,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201901028432,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A lot,"No, I have not done this",,Not very confident,
201901028439,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201901028466,50-64,A woman,Black or African-American,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901028482,50-64,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901028509,50-64,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901028518,65+,A man,Or some other race,Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Very confident,
201901028546,65+,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A lot,"No, I have not done this",,Somewhat confident,
201901028573,50-64,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901028617,30-49,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901028653,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901028681,30-49,A man,White,Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
201901028721,50-64,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901028725,65+,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,Nothing at all,,,,
201901028729,50-64,A man,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901028747,30-49,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901028755,65+,A woman,Black or African-American,Black non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201901028778,30-49,A man,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201901028812,65+,A man,White,Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901028831,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901028858,30-49,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201901028916,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901028934,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901028975,50-64,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901029021,65+,A woman,White,Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"No, I have not done this",,Not very confident,
201901029034,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201901029066,30-49,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901029135,30-49,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A lot,"No, I have not done this",,Not at all confident,
201901029143,30-49,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,Nothing at all,,,,
201901029154,50-64,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,A lot,"Yes, I have done this","No, I do not",Somewhat confident,About the same as you expected
201901029224,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201901029226,30-49,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
201901029274,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901029306,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201901029372,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,Refused,,Not at all confident,
201901029376,50-64,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A lot,"No, I have not done this",,Not very confident,
201901029385,50-64,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
201901029422,30-49,A man,White,Hispanic,"Less than $30,000",Lower income,A lot,"No, I have not done this",,Not very confident,
201901029426,30-49,A man,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201901029559,30-49,A woman,White,Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
201901029569,65+,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"No, I have not done this",,Somewhat confident,
201901029656,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","No, I do not",Somewhat confident,Better than you expected
201901029675,30-49,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901029676,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901029681,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Somewhat confident,
201901029683,50-64,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901029695,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901029697,65+,A woman,White,White non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not at all confident,
201901029736,30-49,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901029757,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901029789,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Very confident,Worse than you expected
201901029802,50-64,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
201901029826,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","No, I do not",Not very confident,Worse than you expected
201901029828,50-64,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
201901029832,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901029905,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
201901029912,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201901029952,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"Yes, I have done this","No, I do not",Very confident,About the same as you expected
201901029980,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Somewhat confident,
201901029984,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201901030161,65+,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901030204,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201901030230,65+,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901030276,65+,A woman,White,White non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not at all confident,
201901030284,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901030323,65+,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201901030358,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901030376,18-29,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,Better than you expected
201901030431,50-64,A man,White,Hispanic,"$50,000 to less than $60,000",Middle income,A lot,"No, I have not done this",,Somewhat confident,
201901030435,18-29,A woman,White,Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901030456,30-49,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201901030489,50-64,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Lower income,Nothing at all,,,,
201901030503,65+,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901030526,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
201901030554,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,Nothing at all,,,,
201901030560,30-49,Refused,Refused,Refused,Refused,Refused,A little,"No, I have not done this",,Not at all confident,
201901030562,50-64,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901030567,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Not at all confident,
201901030575,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901030578,50-64,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","Yes, I do",Not very confident,Better than you expected
201901030618,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901030679,65+,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201901030709,30-49,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Refused,A little,"No, I have not done this",,Not very confident,
201901030720,50-64,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201901030746,65+,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901030807,50-64,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201901030863,30-49,A woman,Refused,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201901030866,65+,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
201901030885,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201901030923,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,Refused,,Not very confident,
